01/05/2025 16:26:55 Training is starting...
01/05/2025 19:35:53 Epoch 106 train_e: 0.00296208
01/05/2025 19:35:53 Epoch 106 train_f: 0.03669773
01/05/2025 19:35:53 Epoch 106 train_e_rmse: 0.00296208
01/05/2025 19:35:53 Epoch 106 train_f_rmse: 0.03669773
01/05/2025 19:35:53 Epoch 106 lr-Adam: 0.00409600
01/05/2025 19:35:53 Epoch 106 val_e_rmse: 0.00800384
01/05/2025 19:35:53 Epoch 106 val_f_rmse: 0.05758880
01/05/2025 19:37:37 Epoch 107 val_loss: 3.96311808
01/05/2025 19:37:37 Epoch 107 train_e: 0.00547563
01/05/2025 19:37:37 Epoch 107 train_f: 0.04293212
01/05/2025 19:37:37 Epoch 107 train_e_rmse: 0.00547563
01/05/2025 19:37:37 Epoch 107 train_f_rmse: 0.04293212
01/05/2025 19:37:37 Epoch 107 lr-Adam: 0.00409600
01/05/2025 19:37:37 Epoch 107 val_e_rmse: 0.00635681
01/05/2025 19:37:37 Epoch 107 val_f_rmse: 0.06180578
01/05/2025 19:39:22 Epoch 108 val_loss: 3.71015453
01/05/2025 19:39:22 Epoch 108 train_e: 0.00648373
01/05/2025 19:39:22 Epoch 108 train_f: 0.03685979
01/05/2025 19:39:22 Epoch 108 train_e_rmse: 0.00648373
01/05/2025 19:39:22 Epoch 108 train_f_rmse: 0.03685979
01/05/2025 19:39:22 Epoch 108 lr-Adam: 0.00409600
01/05/2025 19:39:22 Epoch 108 val_e_rmse: 0.00946870
01/05/2025 19:39:22 Epoch 108 val_f_rmse: 0.05879904
01/05/2025 19:41:06 Epoch 109 val_loss: 3.73224664
01/05/2025 19:41:06 Epoch 109 train_e: 0.00943996
01/05/2025 19:41:06 Epoch 109 train_f: 0.03456060
01/05/2025 19:41:06 Epoch 109 train_e_rmse: 0.00943996
01/05/2025 19:41:06 Epoch 109 train_f_rmse: 0.03456060
01/05/2025 19:41:06 Epoch 109 lr-Adam: 0.00409600
01/05/2025 19:41:06 Epoch 109 val_e_rmse: 0.00833667
01/05/2025 19:41:06 Epoch 109 val_f_rmse: 0.05937289
01/05/2025 19:42:51 Epoch 110 val_loss: 4.37676382
01/05/2025 19:42:51 Epoch 110 train_e: 0.00673334
01/05/2025 19:42:51 Epoch 110 train_f: 0.05284692
01/05/2025 19:42:51 Epoch 110 train_e_rmse: 0.00673334
01/05/2025 19:42:51 Epoch 110 train_f_rmse: 0.05284692
01/05/2025 19:42:51 Epoch 110 lr-Adam: 0.00409600
01/05/2025 19:42:51 Epoch 110 val_e_rmse: 0.00372772
01/05/2025 19:42:51 Epoch 110 val_f_rmse: 0.06540008
01/05/2025 19:44:35 Epoch 111 val_loss: 3.96026206
01/05/2025 19:44:35 Epoch 111 train_e: 0.00290168
01/05/2025 19:44:35 Epoch 111 train_f: 0.04121643
01/05/2025 19:44:35 Epoch 111 train_e_rmse: 0.00290168
01/05/2025 19:44:35 Epoch 111 train_f_rmse: 0.04121643
01/05/2025 19:44:35 Epoch 111 lr-Adam: 0.00409600
01/05/2025 19:44:35 Epoch 111 val_e_rmse: 0.00239716
01/05/2025 19:44:35 Epoch 111 val_f_rmse: 0.06234149
01/05/2025 19:46:18 Epoch 112 val_loss: 3.65222549
01/05/2025 19:46:18 Epoch 112 train_e: 0.01075913
01/05/2025 19:46:18 Epoch 112 train_f: 0.03469703
01/05/2025 19:46:18 Epoch 112 train_e_rmse: 0.01075913
01/05/2025 19:46:18 Epoch 112 train_f_rmse: 0.03469703
01/05/2025 19:46:18 Epoch 112 lr-Adam: 0.00409600
01/05/2025 19:46:18 Epoch 112 val_e_rmse: 0.01319558
01/05/2025 19:46:18 Epoch 112 val_f_rmse: 0.05670940
01/05/2025 19:48:02 Epoch 113 val_loss: 3.62497473
01/05/2025 19:48:02 Epoch 113 train_e: 0.01039142
01/05/2025 19:48:02 Epoch 113 train_f: 0.03987895
01/05/2025 19:48:02 Epoch 113 train_e_rmse: 0.01039142
01/05/2025 19:48:02 Epoch 113 train_f_rmse: 0.03987895
01/05/2025 19:48:02 Epoch 113 lr-Adam: 0.00409600
01/05/2025 19:48:02 Epoch 113 val_e_rmse: 0.00283157
01/05/2025 19:48:02 Epoch 113 val_f_rmse: 0.05936945
01/05/2025 19:49:45 Epoch 114 val_loss: 3.70356417
01/05/2025 19:49:45 Epoch 114 train_e: 0.00365681
01/05/2025 19:49:45 Epoch 114 train_f: 0.05023842
01/05/2025 19:49:45 Epoch 114 train_e_rmse: 0.00365681
01/05/2025 19:49:45 Epoch 114 train_f_rmse: 0.05023842
01/05/2025 19:49:45 Epoch 114 lr-Adam: 0.00409600
01/05/2025 19:49:45 Epoch 114 val_e_rmse: 0.00516234
01/05/2025 19:49:45 Epoch 114 val_f_rmse: 0.05998507
01/05/2025 19:51:29 Epoch 115 val_loss: 3.71039844
01/05/2025 19:51:29 Epoch 115 train_e: 0.00434979
01/05/2025 19:51:29 Epoch 115 train_f: 0.04277369
01/05/2025 19:51:29 Epoch 115 train_e_rmse: 0.00434979
01/05/2025 19:51:29 Epoch 115 train_f_rmse: 0.04277369
01/05/2025 19:51:29 Epoch 115 lr-Adam: 0.00327680
01/05/2025 19:51:29 Epoch 115 val_e_rmse: 0.00270985
01/05/2025 19:51:29 Epoch 115 val_f_rmse: 0.06034113
01/05/2025 19:53:13 Epoch 116 val_loss: 3.21713328
01/05/2025 19:53:13 Best validation loss achieved, saving state_dict of model to lightning_logs/cutoff_4.020250501_162620_cace_dipep_c4_dipolar/best_model_state.pth...
01/05/2025 19:53:13 Epoch 116 train_e: 0.00956653
01/05/2025 19:53:13 Epoch 116 train_f: 0.03419434
01/05/2025 19:53:13 Epoch 116 train_e_rmse: 0.00956653
01/05/2025 19:53:13 Epoch 116 train_f_rmse: 0.03419434
01/05/2025 19:53:13 Epoch 116 lr-Adam: 0.00327680
01/05/2025 19:53:13 Epoch 116 val_e_rmse: 0.00157169
01/05/2025 19:53:13 Epoch 116 val_f_rmse: 0.05606031
01/05/2025 19:54:56 Epoch 117 val_loss: 3.56801200
01/05/2025 19:54:56 Epoch 117 train_e: 0.00490226
01/05/2025 19:54:56 Epoch 117 train_f: 0.03465392
01/05/2025 19:54:56 Epoch 117 train_e_rmse: 0.00490226
01/05/2025 19:54:56 Epoch 117 train_f_rmse: 0.03465392
01/05/2025 19:54:56 Epoch 117 lr-Adam: 0.00327680
01/05/2025 19:54:56 Epoch 117 val_e_rmse: 0.00557705
01/05/2025 19:54:56 Epoch 117 val_f_rmse: 0.05870557
01/05/2025 19:56:40 Epoch 118 val_loss: 3.13261247
01/05/2025 19:56:40 Best validation loss achieved, saving state_dict of model to lightning_logs/cutoff_4.020250501_162620_cace_dipep_c4_dipolar/best_model_state.pth...
01/05/2025 19:56:40 Epoch 118 train_e: 0.00167546
01/05/2025 19:56:40 Epoch 118 train_f: 0.03307575
01/05/2025 19:56:40 Epoch 118 train_e_rmse: 0.00167546
01/05/2025 19:56:40 Epoch 118 train_f_rmse: 0.03307575
01/05/2025 19:56:40 Epoch 118 lr-Adam: 0.00327680
01/05/2025 19:56:40 Epoch 118 val_e_rmse: 0.00224819
01/05/2025 19:56:40 Epoch 118 val_f_rmse: 0.05528713
01/05/2025 19:58:23 Epoch 119 val_loss: 3.15672326
01/05/2025 19:58:23 Epoch 119 train_e: 0.00522631
01/05/2025 19:58:23 Epoch 119 train_f: 0.03383783
01/05/2025 19:58:23 Epoch 119 train_e_rmse: 0.00522631
01/05/2025 19:58:23 Epoch 119 train_f_rmse: 0.03383783
01/05/2025 19:58:23 Epoch 119 lr-Adam: 0.00327680
01/05/2025 19:58:23 Epoch 119 val_e_rmse: 0.00143768
01/05/2025 19:58:23 Epoch 119 val_f_rmse: 0.05563048
01/05/2025 20:00:06 Epoch 120 val_loss: 3.31732464
01/05/2025 20:00:06 Epoch 120 train_e: 0.00347951
01/05/2025 20:00:06 Epoch 120 train_f: 0.03330451
01/05/2025 20:00:06 Epoch 120 train_e_rmse: 0.00347951
01/05/2025 20:00:06 Epoch 120 train_f_rmse: 0.03330451
01/05/2025 20:00:06 Epoch 120 lr-Adam: 0.00327680
01/05/2025 20:00:06 Epoch 120 val_e_rmse: 0.00500038
01/05/2025 20:00:06 Epoch 120 val_f_rmse: 0.05666417
01/05/2025 20:01:50 Epoch 121 val_loss: 3.27709627
01/05/2025 20:01:50 Epoch 121 train_e: 0.00487513
01/05/2025 20:01:50 Epoch 121 train_f: 0.03501926
01/05/2025 20:01:50 Epoch 121 train_e_rmse: 0.00487513
01/05/2025 20:01:50 Epoch 121 train_f_rmse: 0.03501926
01/05/2025 20:01:50 Epoch 121 lr-Adam: 0.00327680
01/05/2025 20:01:50 Epoch 121 val_e_rmse: 0.00222291
01/05/2025 20:01:50 Epoch 121 val_f_rmse: 0.05656688
01/05/2025 20:03:33 Epoch 122 val_loss: 3.35210967
01/05/2025 20:03:33 Epoch 122 train_e: 0.01009534
01/05/2025 20:03:33 Epoch 122 train_f: 0.03941071
01/05/2025 20:03:33 Epoch 122 train_e_rmse: 0.01009534
01/05/2025 20:03:33 Epoch 122 train_f_rmse: 0.03941071
01/05/2025 20:03:33 Epoch 122 lr-Adam: 0.00327680
01/05/2025 20:03:33 Epoch 122 val_e_rmse: 0.00141840
01/05/2025 20:03:33 Epoch 122 val_f_rmse: 0.05730464
01/05/2025 20:05:16 Epoch 123 val_loss: 3.24088478
01/05/2025 20:05:16 Epoch 123 train_e: 0.00091185
01/05/2025 20:05:16 Epoch 123 train_f: 0.03444352
01/05/2025 20:05:16 Epoch 123 train_e_rmse: 0.00091185
01/05/2025 20:05:16 Epoch 123 train_f_rmse: 0.03444352
01/05/2025 20:05:16 Epoch 123 lr-Adam: 0.00327680
01/05/2025 20:05:16 Epoch 123 val_e_rmse: 0.00140036
01/05/2025 20:05:16 Epoch 123 val_f_rmse: 0.05632549
01/05/2025 20:07:00 Epoch 124 val_loss: 3.30148125
01/05/2025 20:07:00 Epoch 124 train_e: 0.00361177
01/05/2025 20:07:00 Epoch 124 train_f: 0.04193866
01/05/2025 20:07:00 Epoch 124 train_e_rmse: 0.00361177
01/05/2025 20:07:00 Epoch 124 train_f_rmse: 0.04193866
01/05/2025 20:07:00 Epoch 124 lr-Adam: 0.00327680
01/05/2025 20:07:00 Epoch 124 val_e_rmse: 0.00476474
01/05/2025 20:07:00 Epoch 124 val_f_rmse: 0.05642279
01/05/2025 20:08:43 Epoch 125 val_loss: 3.32779479
01/05/2025 20:08:43 Epoch 125 train_e: 0.00230788
01/05/2025 20:08:43 Epoch 125 train_f: 0.03454757
01/05/2025 20:08:43 Epoch 125 train_e_rmse: 0.00230788
01/05/2025 20:08:43 Epoch 125 train_f_rmse: 0.03454757
01/05/2025 20:08:43 Epoch 125 lr-Adam: 0.00327680
01/05/2025 20:08:43 Epoch 125 val_e_rmse: 0.00262555
01/05/2025 20:08:43 Epoch 125 val_f_rmse: 0.05704728
01/05/2025 20:10:28 Epoch 126 val_loss: 3.30811787
01/05/2025 20:10:28 Epoch 126 train_e: 0.00985669
01/05/2025 20:10:28 Epoch 126 train_f: 0.03779374
01/05/2025 20:10:28 Epoch 126 train_e_rmse: 0.00985669
01/05/2025 20:10:28 Epoch 126 train_f_rmse: 0.03779374
01/05/2025 20:10:28 Epoch 126 lr-Adam: 0.00327680
01/05/2025 20:10:28 Epoch 126 val_e_rmse: 0.00190871
01/05/2025 20:10:28 Epoch 126 val_f_rmse: 0.05683904
01/05/2025 20:12:11 Epoch 127 val_loss: 3.20140147
01/05/2025 20:12:11 Epoch 127 train_e: 0.00216642
01/05/2025 20:12:11 Epoch 127 train_f: 0.02948559
01/05/2025 20:12:11 Epoch 127 train_e_rmse: 0.00216642
01/05/2025 20:12:11 Epoch 127 train_f_rmse: 0.02948559
01/05/2025 20:12:11 Epoch 127 lr-Adam: 0.00327680
01/05/2025 20:12:11 Epoch 127 val_e_rmse: 0.00308637
01/05/2025 20:12:11 Epoch 127 val_f_rmse: 0.05580659
01/05/2025 20:13:55 Epoch 128 val_loss: 3.35948229
01/05/2025 20:13:55 Epoch 128 train_e: 0.00315849
01/05/2025 20:13:55 Epoch 128 train_f: 0.03365269
01/05/2025 20:13:55 Epoch 128 train_e_rmse: 0.00315849
01/05/2025 20:13:55 Epoch 128 train_f_rmse: 0.03365269
01/05/2025 20:13:55 Epoch 128 lr-Adam: 0.00327680
01/05/2025 20:13:55 Epoch 128 val_e_rmse: 0.00251845
01/05/2025 20:13:55 Epoch 128 val_f_rmse: 0.05722034
01/05/2025 20:15:39 Epoch 129 val_loss: 3.12271833
01/05/2025 20:15:39 Best validation loss achieved, saving state_dict of model to lightning_logs/cutoff_4.020250501_162620_cace_dipep_c4_dipolar/best_model_state.pth...
01/05/2025 20:15:39 Epoch 129 train_e: 0.00192166
01/05/2025 20:15:39 Epoch 129 train_f: 0.03370924
01/05/2025 20:15:39 Epoch 129 train_e_rmse: 0.00192166
01/05/2025 20:15:39 Epoch 129 train_f_rmse: 0.03370924
01/05/2025 20:15:39 Epoch 129 lr-Adam: 0.00327680
01/05/2025 20:15:39 Epoch 129 val_e_rmse: 0.00398888
01/05/2025 20:15:39 Epoch 129 val_f_rmse: 0.05498021
01/05/2025 20:17:23 Epoch 130 val_loss: 3.53798556
01/05/2025 20:17:23 Epoch 130 train_e: 0.00912033
01/05/2025 20:17:23 Epoch 130 train_f: 0.03217049
01/05/2025 20:17:23 Epoch 130 train_e_rmse: 0.00912033
01/05/2025 20:17:23 Epoch 130 train_f_rmse: 0.03217049
01/05/2025 20:17:23 Epoch 130 lr-Adam: 0.00327680
01/05/2025 20:17:23 Epoch 130 val_e_rmse: 0.00968650
01/05/2025 20:17:23 Epoch 130 val_f_rmse: 0.05716689
01/05/2025 20:19:06 Epoch 131 val_loss: 3.10568357
01/05/2025 20:19:06 Best validation loss achieved, saving state_dict of model to lightning_logs/cutoff_4.020250501_162620_cace_dipep_c4_dipolar/best_model_state.pth...
01/05/2025 20:19:06 Epoch 131 train_e: 0.00278469
01/05/2025 20:19:06 Epoch 131 train_f: 0.03164472
01/05/2025 20:19:06 Epoch 131 train_e_rmse: 0.00278469
01/05/2025 20:19:06 Epoch 131 train_f_rmse: 0.03164472
01/05/2025 20:19:06 Epoch 131 lr-Adam: 0.00327680
01/05/2025 20:19:06 Epoch 131 val_e_rmse: 0.00422960
01/05/2025 20:19:06 Epoch 131 val_f_rmse: 0.05460660
01/05/2025 20:20:50 Epoch 132 val_loss: 3.19402575
01/05/2025 20:20:50 Epoch 132 train_e: 0.00309936
01/05/2025 20:20:50 Epoch 132 train_f: 0.03174536
01/05/2025 20:20:50 Epoch 132 train_e_rmse: 0.00309936
01/05/2025 20:20:50 Epoch 132 train_f_rmse: 0.03174536
01/05/2025 20:20:50 Epoch 132 lr-Adam: 0.00327680
01/05/2025 20:20:50 Epoch 132 val_e_rmse: 0.00377168
01/05/2025 20:20:50 Epoch 132 val_f_rmse: 0.05566810
01/05/2025 20:22:34 Epoch 133 val_loss: 3.36270761
01/05/2025 20:22:34 Epoch 133 train_e: 0.00306836
01/05/2025 20:22:34 Epoch 133 train_f: 0.03605723
01/05/2025 20:22:34 Epoch 133 train_e_rmse: 0.00306836
01/05/2025 20:22:34 Epoch 133 train_f_rmse: 0.03605723
01/05/2025 20:22:34 Epoch 133 lr-Adam: 0.00327680
01/05/2025 20:22:34 Epoch 133 val_e_rmse: 0.00196336
01/05/2025 20:22:34 Epoch 133 val_f_rmse: 0.05733248
01/05/2025 20:24:17 Epoch 134 val_loss: 3.23964667
01/05/2025 20:24:17 Epoch 134 train_e: 0.00430008
01/05/2025 20:24:17 Epoch 134 train_f: 0.03571493
01/05/2025 20:24:17 Epoch 134 train_e_rmse: 0.00430008
01/05/2025 20:24:17 Epoch 134 train_f_rmse: 0.03571493
01/05/2025 20:24:17 Epoch 134 lr-Adam: 0.00327680
01/05/2025 20:24:17 Epoch 134 val_e_rmse: 0.00245914
01/05/2025 20:24:17 Epoch 134 val_f_rmse: 0.05625882
01/05/2025 20:26:01 Epoch 135 val_loss: 3.21473837
01/05/2025 20:26:01 Epoch 135 train_e: 0.00453826
01/05/2025 20:26:01 Epoch 135 train_f: 0.03302308
01/05/2025 20:26:01 Epoch 135 train_e_rmse: 0.00453826
01/05/2025 20:26:01 Epoch 135 train_f_rmse: 0.03302308
01/05/2025 20:26:01 Epoch 135 lr-Adam: 0.00327680
01/05/2025 20:26:01 Epoch 135 val_e_rmse: 0.00377664
01/05/2025 20:26:01 Epoch 135 val_f_rmse: 0.05573696
01/05/2025 20:27:44 Epoch 136 val_loss: 3.36186528
01/05/2025 20:27:44 Epoch 136 train_e: 0.00224433
01/05/2025 20:27:44 Epoch 136 train_f: 0.03164519
01/05/2025 20:27:44 Epoch 136 train_e_rmse: 0.00224433
01/05/2025 20:27:44 Epoch 136 train_f_rmse: 0.03164519
01/05/2025 20:27:44 Epoch 136 lr-Adam: 0.00327680
01/05/2025 20:27:44 Epoch 136 val_e_rmse: 0.00152710
01/05/2025 20:27:44 Epoch 136 val_f_rmse: 0.05736712
01/05/2025 20:29:29 Epoch 137 val_loss: 3.95682001
01/05/2025 20:29:29 Epoch 137 train_e: 0.00793477
01/05/2025 20:29:29 Epoch 137 train_f: 0.03077885
01/05/2025 20:29:29 Epoch 137 train_e_rmse: 0.00793477
01/05/2025 20:29:29 Epoch 137 train_f_rmse: 0.03077885
01/05/2025 20:29:29 Epoch 137 lr-Adam: 0.00327680
01/05/2025 20:29:29 Epoch 137 val_e_rmse: 0.00347576
01/05/2025 20:29:29 Epoch 137 val_f_rmse: 0.06220884
01/05/2025 20:31:12 Epoch 138 val_loss: 3.81936097
01/05/2025 20:31:12 Epoch 138 train_e: 0.00868093
01/05/2025 20:31:12 Epoch 138 train_f: 0.04631568
01/05/2025 20:31:12 Epoch 138 train_e_rmse: 0.00868093
01/05/2025 20:31:12 Epoch 138 train_f_rmse: 0.04631568
01/05/2025 20:31:12 Epoch 138 lr-Adam: 0.00327680
01/05/2025 20:31:12 Epoch 138 val_e_rmse: 0.00158377
01/05/2025 20:31:12 Epoch 138 val_f_rmse: 0.06129209
01/05/2025 20:32:56 Epoch 139 val_loss: 3.57106066
01/05/2025 20:32:56 Epoch 139 train_e: 0.00215990
01/05/2025 20:32:56 Epoch 139 train_f: 0.04064396
01/05/2025 20:32:56 Epoch 139 train_e_rmse: 0.00215990
01/05/2025 20:32:56 Epoch 139 train_f_rmse: 0.04064396
01/05/2025 20:32:56 Epoch 139 lr-Adam: 0.00327680
01/05/2025 20:32:56 Epoch 139 val_e_rmse: 0.00896660
01/05/2025 20:32:56 Epoch 139 val_f_rmse: 0.05769560
01/05/2025 20:34:40 Epoch 140 val_loss: 3.31277490
01/05/2025 20:34:40 Epoch 140 train_e: 0.00581575
01/05/2025 20:34:40 Epoch 140 train_f: 0.03577606
01/05/2025 20:34:40 Epoch 140 train_e_rmse: 0.00581575
01/05/2025 20:34:40 Epoch 140 train_f_rmse: 0.03577606
01/05/2025 20:34:40 Epoch 140 lr-Adam: 0.00327680
01/05/2025 20:34:40 Epoch 140 val_e_rmse: 0.00178702
01/05/2025 20:34:40 Epoch 140 val_f_rmse: 0.05691014
01/05/2025 20:36:24 Epoch 141 val_loss: 3.48919559
01/05/2025 20:36:24 Epoch 141 train_e: 0.00571185
01/05/2025 20:36:24 Epoch 141 train_f: 0.03572198
01/05/2025 20:36:24 Epoch 141 train_e_rmse: 0.00571185
01/05/2025 20:36:24 Epoch 141 train_f_rmse: 0.03572198
01/05/2025 20:36:24 Epoch 141 lr-Adam: 0.00327680
01/05/2025 20:36:24 Epoch 141 val_e_rmse: 0.00544202
01/05/2025 20:36:24 Epoch 141 val_f_rmse: 0.05796159
01/05/2025 20:38:08 Epoch 142 val_loss: 3.19427156
01/05/2025 20:38:08 Epoch 142 train_e: 0.00321246
01/05/2025 20:38:08 Epoch 142 train_f: 0.03074020
01/05/2025 20:38:08 Epoch 142 train_e_rmse: 0.00321246
01/05/2025 20:38:08 Epoch 142 train_f_rmse: 0.03074020
01/05/2025 20:38:08 Epoch 142 lr-Adam: 0.00327680
01/05/2025 20:38:08 Epoch 142 val_e_rmse: 0.00179032
01/05/2025 20:38:08 Epoch 142 val_f_rmse: 0.05579218
01/05/2025 20:39:51 Epoch 143 val_loss: 3.15425730
01/05/2025 20:39:51 Epoch 143 train_e: 0.00437492
01/05/2025 20:39:51 Epoch 143 train_f: 0.03371229
01/05/2025 20:39:51 Epoch 143 train_e_rmse: 0.00437492
01/05/2025 20:39:51 Epoch 143 train_f_rmse: 0.03371229
01/05/2025 20:39:51 Epoch 143 lr-Adam: 0.00262144
01/05/2025 20:39:51 Epoch 143 val_e_rmse: 0.00796380
01/05/2025 20:39:51 Epoch 143 val_f_rmse: 0.05431996
01/05/2025 20:41:34 Epoch 144 val_loss: 3.22735476
01/05/2025 20:41:34 Epoch 144 train_e: 0.00082119
01/05/2025 20:41:34 Epoch 144 train_f: 0.03674608
01/05/2025 20:41:34 Epoch 144 train_e_rmse: 0.00082119
01/05/2025 20:41:34 Epoch 144 train_f_rmse: 0.03674608
01/05/2025 20:41:34 Epoch 144 lr-Adam: 0.00262144
01/05/2025 20:41:34 Epoch 144 val_e_rmse: 0.00144943
01/05/2025 20:41:34 Epoch 144 val_f_rmse: 0.05615195
01/05/2025 20:43:18 Epoch 145 val_loss: 3.40160584
01/05/2025 20:43:18 Epoch 145 train_e: 0.00583819
01/05/2025 20:43:18 Epoch 145 train_f: 0.03676517
01/05/2025 20:43:18 Epoch 145 train_e_rmse: 0.00583819
01/05/2025 20:43:18 Epoch 145 train_f_rmse: 0.03676517
01/05/2025 20:43:18 Epoch 145 lr-Adam: 0.00262144
01/05/2025 20:43:18 Epoch 145 val_e_rmse: 0.00264611
01/05/2025 20:43:18 Epoch 145 val_f_rmse: 0.05761007
01/05/2025 20:45:02 Epoch 146 val_loss: 3.07112908
01/05/2025 20:45:02 Best validation loss achieved, saving state_dict of model to lightning_logs/cutoff_4.020250501_162620_cace_dipep_c4_dipolar/best_model_state.pth...
01/05/2025 20:45:02 Epoch 146 train_e: 0.00240575
01/05/2025 20:45:02 Epoch 146 train_f: 0.03017496
01/05/2025 20:45:02 Epoch 146 train_e_rmse: 0.00240575
01/05/2025 20:45:02 Epoch 146 train_f_rmse: 0.03017496
01/05/2025 20:45:02 Epoch 146 lr-Adam: 0.00262144
01/05/2025 20:45:02 Epoch 146 val_e_rmse: 0.00182519
01/05/2025 20:45:02 Epoch 146 val_f_rmse: 0.05467539
01/05/2025 20:46:46 Epoch 147 val_loss: 3.28666329
01/05/2025 20:46:46 Epoch 147 train_e: 0.00495044
01/05/2025 20:46:46 Epoch 147 train_f: 0.03257411
01/05/2025 20:46:46 Epoch 147 train_e_rmse: 0.00495044
01/05/2025 20:46:46 Epoch 147 train_f_rmse: 0.03257411
01/05/2025 20:46:46 Epoch 147 lr-Adam: 0.00262144
01/05/2025 20:46:46 Epoch 147 val_e_rmse: 0.01157563
01/05/2025 20:46:46 Epoch 147 val_f_rmse: 0.05407012
01/05/2025 20:48:30 Epoch 148 val_loss: 3.20916867
01/05/2025 20:48:30 Epoch 148 train_e: 0.00146070
01/05/2025 20:48:30 Epoch 148 train_f: 0.03184236
01/05/2025 20:48:30 Epoch 148 train_e_rmse: 0.00146070
01/05/2025 20:48:30 Epoch 148 train_f_rmse: 0.03184236
01/05/2025 20:48:30 Epoch 148 lr-Adam: 0.00262144
01/05/2025 20:48:30 Epoch 148 val_e_rmse: 0.00559082
01/05/2025 20:48:30 Epoch 148 val_f_rmse: 0.05544998
01/05/2025 20:50:13 Epoch 149 val_loss: 3.29607606
01/05/2025 20:50:13 Epoch 149 train_e: 0.00080577
01/05/2025 20:50:13 Epoch 149 train_f: 0.02803580
01/05/2025 20:50:13 Epoch 149 train_e_rmse: 0.00080577
01/05/2025 20:50:13 Epoch 149 train_f_rmse: 0.02803580
01/05/2025 20:50:13 Epoch 149 lr-Adam: 0.00262144
01/05/2025 20:50:13 Epoch 149 val_e_rmse: 0.00215969
01/05/2025 20:50:13 Epoch 149 val_f_rmse: 0.05683005
01/05/2025 20:51:58 Epoch 150 val_loss: 3.33379507
01/05/2025 20:51:58 Epoch 150 train_e: 0.00744389
01/05/2025 20:51:58 Epoch 150 train_f: 0.02800864
01/05/2025 20:51:58 Epoch 150 train_e_rmse: 0.00744389
01/05/2025 20:51:58 Epoch 150 train_f_rmse: 0.02800864
01/05/2025 20:51:58 Epoch 150 lr-Adam: 0.00262144
01/05/2025 20:51:58 Epoch 150 val_e_rmse: 0.01201251
01/05/2025 20:51:58 Epoch 150 val_f_rmse: 0.05429874
01/05/2025 20:53:42 Epoch 151 val_loss: 3.18081832
01/05/2025 20:53:42 Epoch 151 train_e: 0.00144750
01/05/2025 20:53:42 Epoch 151 train_f: 0.03222464
01/05/2025 20:53:42 Epoch 151 train_e_rmse: 0.00144750
01/05/2025 20:53:42 Epoch 151 train_f_rmse: 0.03222464
01/05/2025 20:53:42 Epoch 151 lr-Adam: 0.00262144
01/05/2025 20:53:42 Epoch 151 val_e_rmse: 0.00210870
01/05/2025 20:53:42 Epoch 151 val_f_rmse: 0.05563410
01/05/2025 20:55:26 Epoch 152 val_loss: 3.18895268
01/05/2025 20:55:26 Epoch 152 train_e: 0.00185823
01/05/2025 20:55:26 Epoch 152 train_f: 0.02997887
01/05/2025 20:55:26 Epoch 152 train_e_rmse: 0.00185823
01/05/2025 20:55:26 Epoch 152 train_f_rmse: 0.02997887
01/05/2025 20:55:26 Epoch 152 lr-Adam: 0.00262144
01/05/2025 20:55:26 Epoch 152 val_e_rmse: 0.00148581
01/05/2025 20:55:26 Epoch 152 val_f_rmse: 0.05578369
01/05/2025 20:57:10 Epoch 153 val_loss: 3.17374659
01/05/2025 20:57:10 Epoch 153 train_e: 0.00098803
01/05/2025 20:57:10 Epoch 153 train_f: 0.03264457
01/05/2025 20:57:10 Epoch 153 train_e_rmse: 0.00098803
01/05/2025 20:57:10 Epoch 153 train_f_rmse: 0.03264457
01/05/2025 20:57:10 Epoch 153 lr-Adam: 0.00262144
01/05/2025 20:57:10 Epoch 153 val_e_rmse: 0.00197303
01/05/2025 20:57:10 Epoch 153 val_f_rmse: 0.05566663
01/05/2025 20:58:54 Epoch 154 val_loss: 3.05976415
01/05/2025 20:58:54 Best validation loss achieved, saving state_dict of model to lightning_logs/cutoff_4.020250501_162620_cace_dipep_c4_dipolar/best_model_state.pth...
01/05/2025 20:58:54 Epoch 154 train_e: 0.00273736
01/05/2025 20:58:54 Epoch 154 train_f: 0.03481410
01/05/2025 20:58:54 Epoch 154 train_e_rmse: 0.00273736
01/05/2025 20:58:54 Epoch 154 train_f_rmse: 0.03481410
01/05/2025 20:58:54 Epoch 154 lr-Adam: 0.00262144
01/05/2025 20:58:54 Epoch 154 val_e_rmse: 0.00577368
01/05/2025 20:58:54 Epoch 154 val_f_rmse: 0.05405474
01/05/2025 21:00:37 Epoch 155 val_loss: 3.43467569
01/05/2025 21:00:37 Epoch 155 train_e: 0.00125996
01/05/2025 21:00:37 Epoch 155 train_f: 0.03376343
01/05/2025 21:00:37 Epoch 155 train_e_rmse: 0.00125996
01/05/2025 21:00:37 Epoch 155 train_f_rmse: 0.03376343
01/05/2025 21:00:37 Epoch 155 lr-Adam: 0.00262144
01/05/2025 21:00:37 Epoch 155 val_e_rmse: 0.00204396
01/05/2025 21:00:37 Epoch 155 val_f_rmse: 0.05794240
01/05/2025 21:02:21 Epoch 156 val_loss: 3.47819519
01/05/2025 21:02:21 Epoch 156 train_e: 0.00434556
01/05/2025 21:02:21 Epoch 156 train_f: 0.02886401
01/05/2025 21:02:21 Epoch 156 train_e_rmse: 0.00434556
